town_name,billing_town,zone,ops_branch
Santombe,HGL,3,PSH
Santoy,LKG,8,UTN
Saphompolo,NTW,9,BFN
Saphukanduka,ROD,6,PSH
Saphukanduka,ROD,6,PSH
Sapulanduko,HAD,9,BFN
Sariya,CRI,5,DUR
Saron,SRN,4,VDR
Saselemani,MLM,6,PTG
Sasolburg,SBG,4,JNB
Satana,BYI,2,ELS
Satara Rest Camp,SKZ,4,NLP
Sauer,GVW,3,VDR
Saulspoort,MWS,3,RTR
Sawoti,UZO,4,DUR
Sawutana,NTS,4,ELS
Sawutana,EZI,4,ELS
Sawutini,BYI,2,ELS
Sazinge,NOT,8,PSH
Scamba,IZN,2,PSH
Scarborough,STX,1,CPT
Schagen,BVL,1,NLP
Schalksrus,KGP,4,NLP
Scheepersnek,SCN,4,NCS
Scheepersrus,SWD,6,CPT
Schiel Farm,KLT,5,PTG
Schmidtsdrif,SCH,3,KIM
Schoemansdal,KAL,3,NLP
Schoemanshoek,SMH,3,GRJ
Schoemansville,HBP,2,JNB
Schoombee,CNY,3,CDO
Schoongelegen,GLL,3,PTG
Schoongesicht,BPZ,2,WIR
Schoongezicht,LOT,5,KPR
Schoonoord,KNV,5,PTG
Schoonveld,BOC,3,PTG
Schroeders,WBG,3,DUR
Schulzendal,KAL,3,NLP
Schweizer-Reneke,SRK,5,KPR
Scottburgh,SOG,3,DUR
Sdakeni,HLC,5,PSH
Sea Park,PSH,1,PSH
Sea View,BHD,2,PLZ
Sea View,CHM,2,ELS
Sea View,PED,2,PSH
Seabe,SET,4,JNB
Seafield,PAF,5,PLZ
Sealane,PEG,6,NLP
Seavale,CHM,2,ELS
Sebayeng,SOM,2,PTG
Sebeni,MNB,5,ELS
Sebitse,JFH,4,PTG
Sebokeng,SBK,3,JNB
Sebotlane,BTK,4,PTG
Secunda,SEC,3,WIR
Sedaven,HGR,3,JNB
Sedawa,PEG,6,NLP
Sedgefield,SGF,2,GRJ
Sediba,EXC,3,BFN
Sedibene,HLR,4,PTG
Sedibeng,GMP,7,KIM
Seekoegat,SKG,4,GRJ
Sefahlane,MTA,2,PTG
Sefateng,CUR,3,PTG
Sefikile,SWK,4,RTR
Sefofotse,HLR,4,PTG
Segojane,MGL,4,PTG
Segokgo,RDW,4,JNB
Segole,MGL,4,PTG
Segwaelane,SON,3,JNB
Segwasi,HNB,3,PTG
Sehlakwana,VRN,2,WIR
Sehlakwana,VRN,2,WIR
Sehlakwane,HLO,5,WIR
Sehloloneng,KNP,7,PSH
Sehunyane,PEG,6,NLP
Seilago,GIY,5,PTG
Sekelani,SNW,5,DUR
Sekgakgapeng,GLL,3,PTG
Sekgakgapeng,MWL,3,PTG
Sekgophokgophong,GPS,3,PTG
Sekgosese,SMC,3,PTG
Sekgweng,RIK,2,PTG
Sekhiming,HLR,4,PTG
Sekhing,SHV,4,KIM
Sekhokho,SMC,3,PTG
Sekhukhubje,MAM,4,PTG
Sekhukhune,JFH,4,PTG
Sekhukhune,KNV,5,PTG
Sekhukhuneland,PEG,6,NLP
Sekhung,TOL,5,PTG
Sekhutlong,JFH,4,PTG
Sekhutlong,MAF,6,PSH
Sekopung,PEG,6,NLP
Sekuruwe,BOC,3,PTG
Sekuruwe,MAP,3,PTG
Sekuyasa,BRV,8,BFN
Sekwati,JFH,4,PTG
Selati River,GVL,5,PTG
Selepe,MBU,4,RTR
SELIBI PHIKWE,SPE,9,GBE
Selonsrivier,SER,2,WIR
Semahlakole,PHK,4,PTG
Semashu,MSI,7,KPR
Semongkong,KNP,7,PSH
Senakwe,HLR,4,PTG
Sendedza,DZN,5,PTG
Sendelingsdrif,KHB,10,UTN
Sending,SEG,3,PTG
Senekal,SEN,3,BEM
Sengatane,MSH,2,PTG
Senita,MKN,4,PTG
Senlac,POF,8,KPR
Senopelwa,HLR,4,PTG
Senotlelo,SBW,4,WIR
Sentrum,SNM,5,RTR
Sentwa,EZI,4,ELS
Senwabarwana,BOC,3,PTG
Senwamokgope,MAM,4,PTG
Senyatho,PEG,6,NLP
Seoding,EPD,4,KIM
Seoding,SDL,6,KIM
Seolong,MAB,3,RTR
Seolwane,JFH,4,PTG
Sepanapudi,MTA,2,PTG
Sephai,ASN,4,RTR
Sephaku,HLO,5,WIR
Sepharane,MAP,3,PTG
Sephoto,PHK,4,PTG
Sepobe,GLL,3,PTG
Seponapudi,CUR,3,PTG
Seqhobong,TIN,7,PSH
Seqomeni,CKP,7,DUR
Serafa,PEG,6,NLP
Serageng,PHK,4,PTG
Serageng,MGY,4,PTG
Serake,NVD,5,RTR
Sereni,MAM,4,PTG
Seretse,BHF,3,KIM
Seriteng,MGY,4,PTG
Seroba,MSH,2,PTG
Serobaneng,CUR,3,PTG
Serokolo,CUR,3,PTG
Serolorolo,NKB,4,PTG
SEROWE,SRE,8,GBE
Seru,NOB,5,ELS
Sesalong,BTK,4,PTG
Sesesehu,LEB,3,PTG
Seshego,PTG,1,PTG
Sesheng,KAT,7,KIM
Sesibitswe,LSP,4,RTR
Sesobe,DWG,4,RTR
Sesuane,TOL,5,PTG
Seswikaneng,LEB,3,PTG
Setabataba,TIN,7,PSH
Setaleng,GMD,4,PTG
Setateng,OVY,5,PTG
Seteneng,DEP,5,KPR
Setete,LHR,5,RTR
Sethakeng,LYK,6,KIM
Sethathi,KNP,7,PSH
Setlagole,SGE,5,KPR
Setlaole,BTK,4,PTG
Setlhabane,MNE,5,KPR
Setlhake,ACH,4,NLP
Setlhwatlhwe,SGE,5,KPR
Setotolwane,MSH,2,PTG
Settlers,SET,4,JNB
Setumong,MTA,2,PTG
Setuphiline,GLL,3,PTG
Seuwe,PEG,6,NLP
Sevenoaks,DTN,3,DUR
Severn,ANS,8,UTN
Seville,LEV,5,PTG
Sewefontein,GND,5,CPT
Seweweekspoort,LAI,8,CPT
Seymour,HGB,4,ELS
Shabalala,HZY,2,NLP
Shakadza,MAT,6,PTG
Shaka's Rock,BBY,2,DUR
Shakaskraal,SHA,3,DUR
Shakung,MBP,3,JNB
Shakung,PEG,6,NLP
Shaleng,SHL,4,KIM
Shamfana,NKO,5,PTG
Shamley's Farm,FSF,6,UTN
Shangase,VAM,2,DUR
Shannon,BFN,1,BFN
Sharpeville,VDB,4,JNB
Shawbury,QMB,3,ELS
Shayandima,THO,5,PTG
Sheepmoor,SHR,5,WIR
Sheldon,ANN,4,PLZ
Shellfish,BUW,4,DUR
Shelly Beach,SYB,1,PSH
Sherborne,SHE,4,CDO
Sheshegu,UTT,1,ELS
Shiela,ITS,4,KPR
Shigalo,MLM,6,PTG
Shikhumba,NKO,5,PTG
Shingwedzi Rest Camp,NKO,5,PTG
Sholweni,NTS,4,ELS
Shotong,GMD,4,PTG
Shushwana,GAR,5,ELS
Sibangweni,UTT,1,ELS
Sibasa,THO,5,PTG
Siberia,MNE,5,KPR
Siberia,MTL,6,PSH
SiBhityolo,KGA,4,ELS
Sibi,MAF,6,PSH
Sibthorpe,BRL,1,NLP
Sibutha,NTB,4,NCS
Sicambeni,PSJ,3,ELS
Sicelweni,UMZ,5,DUR
Sicwenza,FLG,5,ELS
Sicwenza,FLG,5,ELS
Sidadeni,LAH,9,BFN
Sidakaneni,LDN,7,BFN
Sidakeni,NGM,5,EMG
Sidakeni,BON,4,PSH
Sidakeni,BRV,8,BFN
Sidakeni,LAN,3,ELS
Sidakeni,MTL,6,PSH
Sidakeni,TNZ,5,ELS
Sidanda,NOT,8,PSH
Sidbury,ALI,3,PLZ
Sidikidi,MFF,4,ELS
Sidikidini,RVS,5,DUR
Sidikidini,ASK,8,BFN
Sidinsi,NON,4,EMG
Sidney-On-Vaal,DLH,3,KIM
Sidoni,LEV,5,PTG
Sidubi Poort,CVB,5,ELS
Sidumaneni,QMB,3,ELS
Sidutyini,NQK,4,ELS
Sidwadweni,QQD,6,ELS
Sidwadweni,TSL,2,ELS
Sidwadweni,TSL,2,ELS
Sifasonke,KLT,5,PTG
Sifonondile,CAA,5,ELS
Sifumba,TSO,5,ELS
Sigangeni,ENG,4,ELS
Sigangeni,ENG,4,ELS
Sigangeni,LAN,3,ELS
Sigcau,FLG,5,ELS
Sigidi,LAN,3,ELS
Sigingqini,CIO,4,ELS
Sigingqini,FLG,5,ELS
Sigingqini,MAI,1,ELS
Siginqini,QBA,8,BFN
Sigobelwana,EBE,4,ELS
Sigobodweni,NTS,4,ELS
Sigodini,MTF,5,ELS
Sigodlweni,ENG,4,ELS
Sigodlweni,HLC,5,PSH
Sigoga,KNP,7,PSH
Sigonde,MUE,7,PTG
Sigubudu,NOT,8,PSH
Sigubudweni,NBE,2,ELS
Sigubudwini,NBE,2,ELS
Sigubudwini,NCO,5,ELS
Sigubudwini,QMB,3,ELS
Sigundwaneni,MFF,4,ELS
Sigweje,HPM,4,NCS
Sigxeni,BOA,6,ELS
Sihlaba,STM,5,ELS
Sihlabeni,BYI,2,ELS
Sihlabeni,NTS,4,ELS
Sihlabeni,STM,5,ELS
Sihlahleni,BNY,5,PSH
Sihlahleni,FLG,5,ELS
Sihlambeni,TSK,6,ELS
Sihlangu,TGW,4,NLP
Sihleza,BTD,4,PSH
Sihlito,LSK,4,ELS
Sihlonyaneni,FLG,5,ELS
Sihlutankungu,HHR,4,DUR
Sihobotini,TSO,5,ELS
Sihogweni,CFB,4,ELS
Sihom,BXS,3,ELS
Sihomhom,KTP,9,BFN
Sijika,MFF,4,ELS
Sijoka,MTL,6,PSH
Sikalweni,NSL,6,PSH
Sikansi,QMB,3,ELS
Sikantini,ENG,4,ELS
Sikelweni,NOT,8,PSH
Sikemane,MTY,5,ELS
Sikhepheni,LAH,9,BFN
Sikhoba,BYI,2,ELS
Sikhobeni,EZI,4,ELS
Sikhulu,ROD,6,PSH
Sikhwahlane,TGW,4,NLP
Sikoba,ELD,2,ELS
Sikobeni,ENG,4,ELS
Sikobeni,NTS,4,ELS
Sikobeni,QBQ,4,ELS
Sikobeni,QMB,3,ELS
Sikobeni,QMB,3,ELS
Sikolweni,NTS,4,ELS
Sikolweni,NTW,9,BFN
Sikulu,FLG,5,ELS
Sikulu,GVE,6,PSH
Sikungwini,ENG,4,ELS
Sikwane,NVD,5,RTR
Sikwateni,FDD,4,PSH
Sileni,LBD,2,ELS
Silent Valley,SLV,5,RTR
Silevini,TSL,2,ELS
Silindini,MTF,5,ELS
Silindini,MTY,5,ELS
Silkaatskop,DWG,4,RTR
Siloam,DZN,5,PTG
Silobela,CLA,4,WIR
Silondile,QBA,8,BFN
Silutshana,MNI,4,NCS
Silver Streams,SVR,5,KIM
Silverdale,FJN,2,ELS
Silverstream,KTI,4,ELS
Simlangetja,COM,4,NCS
Simondium,PAA,2,CPT
Simon's Town,STX,1,CPT
Simozomeni,RMD,3,DUR
SIMUNYE,SYE,4,MBE
Sinakanaka,FTR,4,ELS
Sinakho,DDX,8,BFN
Sinathingi,PZB,3,DUR
Sinembe,TON,2,DUR
Singeni,CRY,3,ELS
Singeni,NTW,9,BFN
Singeni,RHM,4,ELS
Singeni,CRY,3,ELS
Singisi,SNW,5,DUR
Sinindeni,MGH,4,PSH
Sinjinji,HLC,5,PSH
Sinkonkonko,HLB,4,EMG
Sinksbrug,SKB,1,GRJ
Sinqumeni,KUM,9,BFN
Sinqumeni,MYU,3,ELS
Sinqumeni,PDD,5,PLZ
Sinwandweni,BTV,1,ELS
Sinyondweni,BTV,1,ELS
Sipafeni,QBA,8,BFN
Sipetu,TNZ,5,ELS
Sipetu,FDD,4,PSH
Sipezini,FLG,5,ELS
Siphahleni,DBK,4,DUR
Siphangeni,SNW,5,DUR
Siphelanyane,KNM,2,NLP
Siphepheto,MTL,6,PSH
Siphingweni,HGB,4,ELS
Sipilini,MFF,4,ELS
Sipofu,DSA,2,PSH
Sipolweni,MTY,5,ELS
Sipunda,TNZ,5,ELS
Siqhingeni,MFF,4,ELS
Siqhithini,TNZ,5,ELS
Siqikini,NOB,5,ELS
Siqikini,BOA,6,ELS
Siqingeni,BNY,5,PSH
Siqingeni,ROD,6,PSH
Siqingqini,ENG,4,ELS
Sir Lowry's Pass,GDB,1,CPT
Siranyeni,LSK,4,ELS
Siroshweni,BXS,3,ELS
Siroshweni,OLM,3,ELS
Sirudlwini,MFF,4,ELS
Sishumaneni,MTY,5,ELS
Sisilane,TSK,6,ELS
Siszini,IDY,4,ELS
Sitangameni,QMB,3,ELS
Sitatwini,ELD,2,ELS
Sitebe,BTV,1,ELS
Sitebe,BYI,2,ELS
Sitebe,CRY,3,ELS
Sitebe,BTV,1,ELS
Siteketyheni,TSL,2,ELS
SITEKI,SKI,4,MBE
Sithunjwana,BUW,4,DUR
Sitiyweni,CED,6,PSH
Sitoleni,LAN,3,ELS
Sitoleni,UTT,1,ELS
Sitrus,PTI,4,PLZ
Sitshayelweni,NSL,6,PSH
Sitshini,EBE,4,ELS
Sittingbourne,KWT,3,ELS
Sivivane,MFF,4,ELS
Sivumela,LAH,9,BFN
Sixhotyeni,BTV,1,ELS
Sixhotyeni,BYI,2,ELS
Sixhotyeni,HAD,9,BFN
Sixuzulu,NBE,2,ELS
Siyabuswa,SBW,4,WIR
Siyakhathala,NTB,4,NCS
Siyalweni,MTF,5,ELS
Siyanda,KHU,1,DUR
Siyate,TNZ,5,ELS
Siyathemba,BOR,4,JNB
Siyathuthuka,BFZ,4,WIR
Siza,NSL,6,PSH
Sizakhele,BED,4,CDO
Sizanenjana,DBK,4,DUR
Sizindeni,NGG,2,ELS
Sizini,KEM,4,ELS
Skeerpoort,SKP,3,RTR
Skerpioenpunt,SPP,4,UTN
Skietbank,OKP,8,UTN
Skilpadskloof,RTP,4,CPT
Skipskop,SKK,6,CPT
Skisazana,BGU,6,BFN
Skobeni,BIS,3,ELS
Skolweni,ALC,4,ELS
Skoonfontein,SYG,7,BFN
Skoonoord,JFH,4,PTG
Skoonplaas,TGW,4,NLP
Skuinsdrif,GMO,4,RTR
Skuinsrand,GKK,2,PTG
Skukuza,SKZ,4,NLP
Skurwepoort,MKN,4,PTG
Slaaphoek,TOL,5,PTG
Slabberts,SBB,2,BEM
Slagboom,MBU,4,RTR
Slangrivier,AKR,5,GRJ
SLANGRIVIER,SLR,4,PLZ
Slevini,STM,5,ELS
Slovoville,MEA,3,JNB
Slurry,SLU,5,KPR
Small Lokasi,CED,6,PSH
Small Phooko,DNN,4,WIR
Smauswane,MBS,6,KIM
Smilobha,BUW,4,DUR
Smithfield,SMF,4,BFN
Smithfield,DBK,4,DUR
Smith's Crossing,LAY,4,NCS
Smitsrus,DVF,4,PTG
Smokey,TSP,5,PTG
Snakefield,LEH,6,PSH
Sneezewood,SNW,5,DUR
Sobabiti,NBH,5,DUR
Sobamdlovu,FXT,1,EMG
Sobantu,BTD,4,PSH
Sobhixase,HLC,5,PSH
Sobonakhona,UML,2,DUR
Sodium,SOD,7,KIM
Sodoma,GLL,3,PTG
SODWANA BAY,SDW,6,EMG
Soebatsfontein,KGN,9,VDR
Soetendal,HMN,3,CPT
Sofute,EZI,4,ELS
Sokapase,EZI,4,ELS
Sokhulumi,EKG,3,JNB
Solomondale,SOM,2,PTG
Somabadi,KNP,7,PSH
Somatika,EBE,4,ELS
Somerset,SKZ,4,NLP
Somerset East,SEO,5,PLZ
Somerset West,SSW,1,CPT
Somerville Mission Station,NTW,9,BFN
Somile,BCE,5,NCS
Sompungane,EBE,4,ELS
Sonderpan,KGB,4,UTN
Sonop,SON,3,JNB
Sonop,DGG,3,CDO
Sonstraal,DDB,6,UTN
Sonwabile,MCR,4,ELS
Soshanguve,MBP,3,JNB
Soto,QKO,3,ELS
South Down,AMA,3,ELS
SOUTH DOWNS,SDO,5,DUR
South Hill,HHR,4,DUR
South Witbank,CLV,2,WIR
Southbroom,RMG,1,PSH
Southdene,CAR,4,JNB
Southey,LUW,8,KPR
Southeyville,ASK,8,BFN
Southport,PSH,1,PSH
Southwell,SWE,4,PLZ
Soutkuil,KPD,5,CPT
Soutpan,SOU,2,BFN
Soutrivier,KYL,3,GRJ
Soweto,SWO,1,JNB
Spanwerk,RBK,6,RTR
Spes Bona,FJN,2,ELS
Spes Bona,RZB,3,KPR
Spitskop,SLS,3,BFN
Spitskopvlei,AGS,2,CDO
Spitspunt,NUF,5,JNB
Spoegrivier,GRS,9,UTN
Spreyton,TON,2,DUR
Sprigg,UTN,2,UTN
Spring Vale,UTT,1,ELS
Spring Valley,SPV,4,CDO
Springbok,SPU,8,UTN
Springbok,CLV,2,WIR
Springbok Laagte,OZI,1,NCS
Springbokfontein,DEP,5,KPR
Springbokpan,ITS,4,KPR
Springbokvlakte,KPO,4,PLZ
Springfontein,GFS,3,BFN
Springfontein,SPF,5,BFN
Springgrove,TSK,6,ELS
Springkaanspoort,LDN,7,BFN
Springmount,NCH,2,PLZ
Springs,SPR,2,JNB
Springs,PDD,5,PLZ
Springvale,BHD,2,PLZ
Springvale,KPI,4,CDO
Sprinkana,MAF,6,PSH
Spruitdrif,VRE,5,VDR
Sqitini,SKT,6,BFN
St Albans Prison,UTH,2,PLZ
Staansaam,SWM,6,UTN
Stafford's Post,BTD,4,PSH
Standerton,SNR,4,NCS
Standford Hill,MTL,6,PSH
Stanford,SFD,4,CPT
Stanger,SAE,3,DUR
Stanhope,AMA,3,ELS
Steekdorings,SPT,6,KIM
Steelpoort,SEE,5,PTG
Steenbokpan,SBP,7,RTR
Steenmakery,HGB,4,ELS
Steenwerp,POL,4,VDR
Steilnek,MSI,7,KPR
Steilwater,BLA,4,PTG
Steinkopf,BPL,9,UTN
Stella,PUD,5,KIM
Stella,STL,6,KPR
Stellenbosch,SHC,1,CPT
Sterkaar,DEE,7,CDO
Sterkspruit,SKT,6,BFN
Sterkstroom,MAV,5,PTG
Sterkstroom,STK,8,BFN
Sterkwater,HBP,2,JNB
Sterkwater,MAP,3,PTG
Sterling,WLN,8,UTN
Stettyn,HMH,4,CPT
Steynsburg,SYG,7,BFN
Steynsdorp,HBK,4,NLP
Steynsrus,SYS,4,BEM
Steynville,HPT,4,KIM
Steytlerville,STV,5,PLZ
Stilbaai,SBI,4,GRJ
Stilfontein,SIF,1,KPR
Stinkoro,LAH,9,BFN
Stockdale,PEA,3,PLZ
Stoffberg,SOF,3,WIR
Stoffelsrivier,PTB,6,GRJ
Stofvlei,PLB,8,VDR
Stokwes Basin,ASK,8,BFN
Stomp,DNN,4,WIR
Stoney Croft,LAF,6,ELS
Stormberg,MOQ,8,BFN
Storms River Mouth Rest Camp,STR,6,PLZ
Stormsrivier,STR,6,PLZ
Stormsriviermond,STR,6,PLZ
Stormsvlei,BOV,5,CPT
Straatsdrif,GMO,4,RTR
Strand,STD,1,CPT
Strandfontein,PRP,5,VDR
STRANDFONTEIN,SFT,1,CPT
Strands Kloof,GAA,5,CPT
Strathmore,GNB,2,ELS
Stratweni,TSK,6,ELS
Strawberry Hill,BDL,6,GRJ
Struis Bay,STB,6,CPT
Strydenburg,STG,5,KIM
Strydkraal,LEB,3,PTG
Strydomsdrif,WPT,5,PTG
Strydomskraal,AGS,2,CDO
Strydpoort,OTD,3,KPR
Studtis,SDV,6,PLZ
Stutterheim,GBH,4,UTN
Stutterheim,SSH,4,ELS
Sugerbush,ROD,6,PSH
Suidestrand,LAG,6,CPT
Suid-Holland,LMB,3,PTG
Sulenkama,NTW,9,BFN
Summerfield,BSI,4,PSH
Sun City,SUN,2,RTR
Sundra,ELF,3,WIR
Sundumbili,ISB,4,DUR
Sundwana,NTS,4,ELS
Sundwane,ENG,4,ELS
Sunland,ADO,2,PLZ
Sunlands,BHD,2,PLZ
Sunnyside,BRS,3,ELS
Sunnyside,CRN,2,BEM
Sunrise,NQT,4,NCS
Sunrise-On-Sea,GNB,2,ELS
Sunwich Port,PSH,1,PSH
Sutelong,MBU,4,RTR
Sutherland,STH,8,CPT
Sutton,DEG,7,KIM
Suurberg,ANN,4,PLZ
Suurbraak,BDL,6,GRJ
Suurfontein,GRF,3,RTR
Swaershoek,MOM,1,CDO
Swajane,SEE,5,PTG
SWAKOPMUND,SWP,8,WDH
Swale,PEG,6,NLP
Swallow's Rest,QQD,6,ELS
Swane,NGB,4,PSH
Swartberg,SRB,5,PSH
Swartbooistad,PVR,3,JNB
Swartboom,RAD,4,JNB
Swartdam,MBP,3,JNB
Swartklip,SWK,4,RTR
Swartklip,DVT,4,GRJ
Swartkop,HWR,3,DUR
Swartkop,ODD,6,UTN
Swartkoppies,MAK,1,RTR
Swartlaagte,SKT,6,BFN
Swartmodder,SWM,6,UTN
Swartplaas,MRN,3,RTR
Swartputs,SWA,4,KIM
Swartruggens,SWU,3,RTR
Swartwater,SWW,6,PTG
Swaswuba,HAD,9,BFN
Swayimana,WBG,3,DUR
SWAZILAND OTHER,OSW,10,MBE
Swazini,LAH,9,BFN
Swazini,NSL,6,PSH
Sweet Home,MDT,4,ELS
Swekileni,NCO,5,ELS
Swellendam,SWD,6,CPT
Swempoort,DDX,8,BFN
Swinburne,SWN,4,BEM
Sybrandskraal,KLA,4,WIR
Sycamore,AIR,3,NLP
Syferfontein,HLO,5,WIR
Syferfontein,PCM,2,KPR
Syfergat,MOQ,8,BFN
Syferklaar,RAD,4,JNB
Taaiboschgroet,DGR,5,PTG
Taaiboschspruit,FCR,4,JNB
Tabane,SLS,3,BFN
Tabankulu,TNZ,5,ELS
Tabase,QQD,6,ELS
Tabase,TIN,7,PSH
Tabase Mission,UTT,1,ELS
Tabata,BLY,8,BFN
Table Mountain,WBG,3,DUR
Tafalehashi,OLM,3,ELS
Tafalibanzi,FLG,5,ELS
Tafani,MAI,1,ELS
Tafani,MAI,1,ELS
Tafelberg,CNY,3,CDO
Tafelkop,MTT,4,WIR
Tafeni,CHM,2,ELS
Tafeni,CRY,3,ELS
Tafeni,DBZ,3,ELS
Tafeni,DTF,5,CDO
Tafeni,ELD,2,ELS
Tafeni,GAO,8,BFN
Tafeni,LBD,2,ELS
Tafeni,QOM,5,ELS
Tainton,CIA,2,ELS
Takaneng,MKG,5,KIM
Takapori,MTV,4,KIM
Takataka,MLT,5,WIR
Takazi,QOM,5,ELS
Tala,FLG,5,ELS
Tala,OLM,3,ELS
Taleni,BRV,8,BFN
Taleni,CVB,5,ELS
Taleni,EBE,4,ELS
Taleni,FDD,4,PSH
Taleni,FLG,5,ELS
Taleni,GVE,6,PSH
Taleni,NGQ,2,ELS
Taleni,QBA,8,BFN
Talla,EXC,3,BFN
Tamara,DBZ,3,ELS
Tamasikwa,MKG,5,KIM
Tambani,BHD,2,PLZ
Tambo Village,WIS,6,ELS
Tamboekievlei,LID,5,CDO
Tantanana,BSS,1,RTR
Taolelo,MNE,5,KPR
Tapoleng,SKT,6,BFN
Tarkastad,TAS,4,CDO
Tarsvaly,CRI,5,DUR
Taulome,HLR,4,PTG
Taung,TAU,5,KIM
Taung,MTA,2,PTG
Taung Station,MTV,4,KIM
Tautesberg,HLO,5,WIR
Tawe,BMA,2,PSH
Taylerville,NML,6,PSH
Taylor's Halt,RMD,3,DUR
Teba,FBF,5,ELS
Teebus,SYG,7,BFN
Teko,QBQ,4,ELS
Teko Filha,QBQ,4,ELS
Teko Springs,QBQ,4,ELS
Teko-Kona,QBQ,4,ELS
Tekwini,NSL,6,PSH
Telani,LBD,2,ELS
Telezini,NTB,4,NCS
Temba,BBG,3,JNB
Tembeni,CIO,4,ELS
Tembeni,FLG,5,ELS
Tembeni,MTF,5,ELS
Tembisa,CAV,1,JNB
Tembisa,BUP,7,BFN
Tembu,BFV,4,ELS
Tembukazi,NSL,6,PSH
Tenbosch,MRL,4,NLP
Tentergate,TSK,6,ELS
Terateng,SET,4,JNB
Terra Firma,POF,8,KPR
Teslaarsdal,SFD,4,CPT
Teviot,HFM,3,CDO
TEYATEYANENG,TNG,2,MSU
Teza,KMB,2,EMG
Thaba Bosiu,PJB,4,BEM
Thaba Chitja,TIN,7,PSH
Thaba Lesoba,SKT,6,BFN
Thaba Nchu,TCR,3,BFN
Thaba Phatshwa,GFS,3,BFN
Thaba Tshweu,PJB,4,BEM
Thabakhubedu,DNN,4,WIR
Thabakhubelu,LOP,9,BFN
Thabaleboto,HLO,5,WIR
Thabamoopo,LEW,2,PTG
Thabampshe,JFH,4,PTG
Thabana Tshoana,TIN,7,PSH
Thabanapitsi,GPS,3,PTG
Thabantsho,PEG,6,NLP
Thabaputsoa,MTF,5,ELS
Thaba-Sione,DEP,5,KPR
Thabatshweu,JFH,4,PTG
Thabazimbi,TZB,4,RTR
Thabazini,NCO,5,ELS
Thabekhulong,JFH,4,PTG
Thabeng,ATL,3,RTR
Thabeng,HLO,5,WIR
Thabeng,KNP,7,PSH
Thabong,ALA,5,BFN
THABONG,THA,1,KPR
Thafa-Lofefe,MNB,5,ELS
Thakazele,HBN,4,NCS
Thakgalane,SMC,3,PTG
Thaleni,OLB,7,PSH
Thamagane,LEB,3,PTG
Thamarha,DBZ,3,ELS
Thambokhulu,TGW,4,NLP
Thamoeache,SDL,6,KIM
Thandani,KLT,5,PTG
Thapelang,VSR,4,BFN
The Aloes,BCB,1,ELS
The Claims,KGA,4,ELS
The Crags,CRG,4,GRJ
The Downs,BRG,5,NCS
The Downs,OFL,5,PTG
The Fazenda,SWD,6,CPT
The Fountains,UMZ,5,DUR
The Grove,MRR,4,DUR
The Haven,HOB,4,ELS
The Hermitage,ADO,2,PLZ
The Mission,LAF,6,ELS
The Ridge,HHR,4,DUR
The Ridges,NQI,2,PSH
The Vale,SSH,4,ELS
The Vlei,HLC,5,PSH
Thekwane,MAK,1,RTR
Thelesho,LOT,5,KPR
Thembalesizwe,ADW,7,CDO
Thembalethu,PDP,1,GRJ
Thembalethu,EZI,4,ELS
Thembalethu,KLA,4,WIR
Thembalihle,VDE,4,NCS
Thembeni,QMB,3,ELS
Thembeni,TIN,7,PSH
Thembisa,SMC,3,PTG
Thenga,BCH,4,PTG
Thengwe,MAT,6,PTG
Thengwe,MAT,6,PTG
Theron,THN,4,BFN
Theunissen,THN,4,BFN
Thibela,PJB,4,BEM
Thiel,TSP,5,PTG
Thistles,NQI,2,PSH
Thlabolagang,COL,3,KPR
Thohoyandou,THO,5,PTG
Thokane,PEG,6,NLP
Thokazi,NON,4,EMG
Thokoza,KLA,4,WIR
Tholeni,ROD,6,PSH
Tholongwe,MKW,2,PTG
Tholulywazi,PGL,6,NCS
Thomeng,MKG,5,KIM
Thomo,GIY,5,PTG
Thondoni,MUE,7,PTG
Thongani,MAT,6,PTG
Thonjeni,RVS,5,DUR
Thononda,DZN,5,PTG
Thorn Park,MDT,4,ELS
Thorndale,IZN,2,PSH
Thorndale,TML,4,NLP
Thorndale,MAH,2,RTR
Thorneycroft,BWP,4,CDO
Thornham,STR,6,PLZ
Thornhill,BWP,4,CDO
Thornhill,THL,2,PLZ
Thornlands,WPT,5,PTG
Thorny Croft,NCH,2,PLZ
Thorp,TOL,5,PTG
Thothlokwe,HLR,4,PTG
Thothololo,SMC,3,PTG
Thoto,GLC,4,PTG
Thovhalas-Kraal,EMH,4,PTG
Thoyana,AZT,2,DUR
Three Sisters,TRS,8,GRJ
Thsehlwaneng,JFH,4,PTG
Thubelihle,KRI,2,WIR
Thubeni,MNB,5,ELS
Thukrwini,BTV,1,ELS
Thulamahaxi,THU,4,NLP
Thulani,TML,4,NLP
Thulini,HBD,2,PSH
Thulwe,PVR,3,JNB
Thungana,ELD,2,ELS
Thusalashaka,THO,5,PTG
Thusong,MOO,5,KPR
Thuthukani,BIM,5,NCS
Thutlane,MGL,4,PTG
Thutlwane,SGE,5,KPR
Thwa,MFF,4,ELS
Tibane,GLL,3,PTG
Tidimalo,DLH,3,KIM
Tiekiedraai,LEB,3,PTG
Tierberg,OTS,6,CDO
Tierfontein,TRF,4,BFN
Tierkloof,VRU,6,KPR
Tierpoort,KFR,2,BFN
Tierpoort,CAV,1,JNB
