suburb,col2,col3,col4,town_code
RANKELENYANE,0286,286,O,MAK
TLAPA,0287,287,R,RTR
BLESKOP,0292,292,R,RTR
LEHURUTSHE,0298,298,O,LHR
BOBUAMPJA,0299,299,R,RTR
BOITEKONG OUTLYING,0299,299,R,RTR
BOSCHDAL,0299,299,R,RTR
CASHAN,0299,299,R,RTR
CASHAN EXT 1,0299,299,R,RTR
CASHAN EXT 13,0299,299,R,RTR
CASHAN EXT 19,0299,299,R,RTR
CASHAN EXT 2,0299,299,R,RTR
CASHAN EXT 20,0299,299,R,RTR
CASHAN EXT 21,0299,299,R,RTR
CASHAN EXT 3,0299,299,R,RTR
CASHAN EXT 33,0299,299,R,RTR
CASHAN EXT 4,0299,299,R,RTR
CASHAN EXT 5,0299,299,R,RTR
CASHAN EXT 6,0299,299,R,RTR
CASHAN UIT 1,0299,299,R,RTR
CASHAN UIT 13,0299,299,R,RTR
CASHAN UIT 19,0299,299,R,RTR
CASHAN UIT 2,0299,299,R,RTR
CASHAN UIT 20,0299,299,R,RTR
CASHAN UIT 21,0299,299,R,RTR
CASHAN UIT 3,0299,299,R,RTR
CASHAN UIT 33,0299,299,R,RTR
CASHAN UIT 4,0299,299,R,RTR
CASHAN UIT 5,0299,299,R,RTR
CASHAN UIT 6,0299,299,R,RTR
CASON EXT 2,0299,299,R,RTR
DITHABANE,0299,299,R,RTR
EAST END,0299,299,R,RTR
FREEDOM PARK,0299,299,R,RTR
FREEDOM PARK EXT 2,0299,299,R,RTR
FREEDOMPARK,0299,299,R,RTR
FREEDOMPARK UIT 2,0299,299,R,RTR
GEELHOUTPARK,0299,299,R,RTR
GEELHOUTPARK EXT 1,0299,299,R,RTR
GEELHOUTPARK EXT 4,0299,299,R,RTR
GEELHOUTPARK EXT 6,0299,299,R,RTR
GEELHOUTPARK EXT 9,0299,299,R,RTR
GEELHOUTPARK UIT 1,0299,299,R,RTR
GEELHOUTPARK UIT 4,0299,299,R,RTR
GEELHOUTPARK UIT 6,0299,299,R,RTR
GEELHOUTPARK UIT 9,0299,299,R,RTR
KARLIENPARK,0299,299,R,RTR
KGALE,0299,299,R,RTR
KLOOFSIG,0299,299,R,RTR
KLOOFTUINE,0299,299,R,RTR
LEFARAGATLE,0299,299,R,RTR
LEFARAGATLHE,0299,299,R,RTR
LEMENONG,0299,299,R,RTR
LENOTONG,0299,299,R,RTR
MAGOKGWANE,0299,299,R,RTR
MASOSOBANE,0299,299,R,RTR
MERITING,0299,299,R,RTR
MERITING EXT 1,0299,299,R,RTR
MERITING UIT 1,0299,299,R,RTR
MOGOKGWANE,0299,299,R,RTR
OOS-EINDE,0299,299,R,RTR
PAARDEKRAAL,0299,299,R,RTR
PAARDEKRAAL EXT 1,0299,299,R,RTR
PAARDEKRAAL EXT 3,0299,299,R,RTR
PAARDEKRAAL EXT 5,0299,299,R,RTR
PAARDEKRAAL PLATINUM MINE,0299,299,R,RTR
PAARDEKRAAL SP,0299,299,R,RTR
PAARDEKRAAL UIT 1,0299,299,R,RTR
PAARDEKRAAL UIT 3,0299,299,R,RTR
PAARDEKRAAL UIT 5,0299,299,R,RTR
PHOKENG,0299,299,R,RTR
PROTEA PARK,0299,299,R,RTR
PROTEA PARK EXT 1,0299,299,R,RTR
PROTEAPARK,0299,299,R,RTR
PROTEAPARK EXT 1,0299,299,R,RTR
PROTEAPARK UIT 1,0299,299,R,RTR
PUDUNONG,0299,299,R,RTR
RIDDERPARK,0299,299,R,RTR
RIETVLEI SH,0299,299,R,RTR
ROYAL BAFOKENG STADIUM,0299,299,R,RTR
RUSTENBURG,0299,299,R,RTR
RUSTENBURG EAST,0299,299,R,RTR
RUSTENBURG EXT 1,0299,299,R,RTR
RUSTENBURG EXT 2,0299,299,R,RTR
RUSTENBURG EXT 3,0299,299,R,RTR
RUSTENBURG EXT 4,0299,299,R,RTR
RUSTENBURG EXT 5,0299,299,R,RTR
RUSTENBURG EXT 6,0299,299,R,RTR
RUSTENBURG NORTH,0299,299,R,RTR
RUSTENBURG OUTLYING,0299,299,R,RTR
RUSTENBURG PART 1,0299,299,R,RTR
RUSTENBURG UIT 2,0299,299,R,RTR
RUSTENBURG UIT 3,0299,299,R,RTR
RUSTENBURG UIT 4,0299,299,R,RTR
RUSTENBURG UIT 5,0299,299,R,RTR
RUSTENBURG UIT 6,0299,299,R,RTR
RUSTENBURG WEST,0299,299,R,RTR
RUSTENBURG-NOORD,0299,299,R,RTR
RUSTENBURG-WES,0299,299,R,RTR
SAFARI GARDENS,0299,299,R,RTR
SAFARI GARDENS EXT 1,0299,299,R,RTR
SAFARI GARDENS EXT 10,0299,299,R,RTR
SAFARI GARDENS EXT 11,0299,299,R,RTR
SAFARI GARDENS EXT 12,0299,299,R,RTR
SAFARI GARDENS EXT 13,0299,299,R,RTR
SAFARI GARDENS EXT 14,0299,299,R,RTR
SAFARI GARDENS EXT 15,0299,299,R,RTR
SAFARI GARDENS EXT 2,0299,299,R,RTR
SAFARI GARDENS EXT 3,0299,299,R,RTR
SAFARI GARDENS EXT 4,0299,299,R,RTR
SAFARI GARDENS EXT 6,0299,299,R,RTR
SAFARI GARDENS EXT 7,0299,299,R,RTR
SAFARI GARDENS EXT 8,0299,299,R,RTR
SAFARI GARDENS EXT 9,0299,299,R,RTR
SAFARI TUINE UIT 1,0299,299,R,RTR
SAFARI TUINE UIT 10,0299,299,R,RTR
SAFARI TUINE UIT 11,0299,299,R,RTR
SAFARI TUINE UIT 12,0299,299,R,RTR
SAFARI TUINE UIT 13,0299,299,R,RTR
SAFARI TUINE UIT 14,0299,299,R,RTR
SAFARI TUINE UIT 15,0299,299,R,RTR
SAFARI TUINE UIT 2,0299,299,R,RTR
SAFARI TUINE UIT 3,0299,299,R,RTR
SAFARI TUINE UIT 4,0299,299,R,RTR
SAFARI TUINE UIT 6,0299,299,R,RTR
SAFARI TUINE UIT 7,0299,299,R,RTR
SAFARI TUINE UIT 8,0299,299,R,RTR
SAFARI TUINE UIT 9,0299,299,R,RTR
SAFARI-TUINE,0299,299,R,RTR
SAFARITUINE,0299,299,R,RTR
SARON,0299,299,R,RTR
SUNRISE PARK,0299,299,R,RTR
TLHABANE,0299,299,R,RTR
TLHABANE WEST,0299,299,R,RTR
TLHABANE WEST EXT 1,0299,299,R,RTR
TLHABANE-WES,0299,299,R,RTR
TLHABANE-WES UIT 1,0299,299,R,RTR
TSHWARA,0299,299,R,RTR
WATERFALL EAST,0299,299,R,RTR
WATERFALL EAST EXT 9,0299,299,R,RTR
WATERFALL VILLAGE,0299,299,R,RTR
WATERFALL-OOS,0299,299,R,RTR
WATERFALL-OOS UIT 9,0299,299,R,RTR
WINDSOR,0299,299,R,RTR
YELLOWWOODPARK,0299,299,R,RTR
YELLOWWOODPARK EXT 1,0299,299,R,RTR
YELLOWWOODPARK EXT 4,0299,299,R,RTR
YELLOWWOODPARK EXT 6,0299,299,R,RTR
YELLOWWOODPARK EXT 9,0299,299,R,RTR
YELLOWWOODPARK UIT 1,0299,299,R,RTR
YELLOWWOODPARK UIT 4,0299,299,R,RTR
YELLOWWOODPARK UIT 6,0299,299,R,RTR
YELLOWWOODPARK UIT 9,0299,299,R,RTR
ZINNIAVILLE,0299,299,R,RTR
BOITEKONG,0300,300,R,RTR
BOITEKONG EXT 1,0300,300,R,RTR
BOITEKONG EXT 15,0300,300,R,RTR
BOITEKONG EXT 2,0300,300,R,RTR
BOITEKONG EXT 3,0300,300,R,RTR
BOITEKONG EXT 4,0300,300,R,RTR
BOITEKONG UIT 15,0300,300,R,RTR
CASHAN EXT 20,0300,300,R,RTR
CASHAN EXT 33,0300,300,R,RTR
CASHAN UIT 20,0300,300,R,RTR
CASHAN UIT 33,0300,300,R,RTR
JABULA,0300,300,R,RTR
MERITING EXT 1,0300,300,R,RTR
MERITING UIT 1,0300,300,R,RTR
MODIKOE,0300,300,R,RTR
RUSTENBURG,0300,300,R,RTR
RUSTENBURG NU,0300,300,R,RTR
WATERFALL VILLAGE,0300,300,R,RTR
BOSHOEK,0301,301,O,BHK
ZINNIAVILLE,0302,302,O,ZNV
RIDDERPARK,0303,303,R,RTR
PLATWAL,0304,304,R,RTR
PROTEAPARK,0305,305,O,BSS
OLD VILLAGE,0306,306,O,SUN
PALACE,0306,306,O,SUN
SIYABONGA,0306,306,O,SUN
SOUTH VILLAGE,0306,306,O,SUN
SUN CITY,0306,306,O,SUN
ENTABENI,0307,307,R,RTR
NTABENI,0307,307,R,RTR
BOITEKONG,0308,308,R,RTR
BOITEKONG EXT 1,0308,308,R,RTR
BOITEKONG EXT 12,0308,308,R,RTR
BOITEKONG EXT 13,0308,308,R,RTR
BOITEKONG EXT 15,0308,308,R,RTR
BOITEKONG EXT 2,0308,308,R,RTR
BOITEKONG EXT 23,0308,308,R,RTR
BOITEKONG EXT 3,0308,308,R,RTR
BOITEKONG EXT 4,0308,308,R,RTR
BOITEKONG EXT 5,0308,308,R,RTR
BOITEKONG EXT 6,0308,308,R,RTR
BOITEKONG UIT 1,0308,308,R,RTR
BOITEKONG UIT 12,0308,308,R,RTR
BOITEKONG UIT 13,0308,308,R,RTR
BOITEKONG UIT 15,0308,308,R,RTR
BOITEKONG UIT 2,0308,308,R,RTR
BOITEKONG UIT 23,0308,308,R,RTR
BOITEKONG UIT 3,0308,308,R,RTR
BOITEKONG UIT 4,0308,308,R,RTR
BOITEKONG UIT 5,0308,308,R,RTR
BOITEKONG UIT 6,0308,308,R,RTR
FREEDOM PARK PHASE 1,0308,308,R,RTR
FREEDOMPARK FASE 1,0308,308,R,RTR
MERITING EXT 2,0308,308,R,RTR
MERITING UIT 2,0308,308,R,RTR
PAARDEKRAAL,0308,308,R,RTR
RAMOCHANA,0308,308,R,RTR
SUNRISE PARK EXT 10,0308,308,R,RTR
SUNRISE PARK EXT 9,0308,308,R,RTR
SUNRISEPARK UIT 10,0308,308,R,RTR
SUNRISEPARK UIT 9,0308,308,R,RTR
BOITEKONG,0309,309,R,RTR
BOITEKONG EXT 1,0309,309,R,RTR
BOITEKONG EXT 13,0309,309,R,RTR
BOITEKONG EXT 2,0309,309,R,RTR
BOITEKONG EXT 23,0309,309,R,RTR
BOITEKONG EXT 3,0309,309,R,RTR
BOITEKONG EXT 4,0309,309,R,RTR
BOITEKONG EXT 5,0309,309,R,RTR
BOITEKONG EXT 6,0309,309,R,RTR
BOITEKONG EXT 8,0309,309,R,RTR
BOITEKONG EXT 9,0309,309,R,RTR
BOITEKONG UIT 1,0309,309,R,RTR
BOITEKONG UIT 13,0309,309,R,RTR
BOITEKONG UIT 2,0309,309,R,RTR
BOITEKONG UIT 23,0309,309,R,RTR
BOITEKONG UIT 3,0309,309,R,RTR
BOITEKONG UIT 4,0309,309,R,RTR
BOITEKONG UIT 5,0309,309,R,RTR
BOITEKONG UIT 6,0309,309,R,RTR
BOITEKONG UIT 8,0309,309,R,RTR
BOITEKONG UIT 9,0309,309,R,RTR
LEFARAGATLE,0309,309,R,RTR
SUNRISE PARK EXT 11,0309,309,R,RTR
SUNRISEPARK UIT 11,0309,309,R,RTR
TLHABANE,0309,309,R,RTR
TLHABANE WEST,0309,309,R,RTR
TLHABANE WEST EXT 1,0309,309,R,RTR
TLHABANE-WES,0309,309,R,RTR
TLHABANE-WES UIT 1,0309,309,R,RTR
CHANENG,0310,310,R,RTR
PHOTSANENG,0311,311,R,RTR
WILDEBEESFONTEIN SOUTH,0312,312,R,RTR
WILDEBEESFONTEIN-SUID,0312,312,R,RTR
MABESKRAAL,0313,313,O,MAB
KLIPFONTEIN,0314,314,R,RTR
MOGWASE,0314,314,R,RTR
MOEDWIL,0315,315,R,RTR
LEDIG,0316,316,O,SUN
SUN CITY,0316,316,O,SUN
WONDERKOP,0317,317,R,RTR
WONDERKOP EXT 2,0317,317,R,RTR
WONDERKOP UIT 2,0317,317,R,RTR
MAKOKONO,0318,318,R,RTR
MODDERKUIL,0318,318,R,RTR
SAULSPOORT,0318,318,R,RTR
DWAALBOOM,0319,319,O,DWB
KANANA,0320,320,R,RTR
RANKUYANA,0320,320,R,RTR
PHALANE,0321,321,O,OSM
RAMOKOKASTAD,0321,321,O,OSM
LUKA,0322,322,R,RTR
BOSCHFONTEIN,0323,323,R,RTR
WATERFALL MALL,0323,323,R,RTR
WATERGLEN,0324,324,R,RTR
MOOINOOI,0325,325,O,MON
MOGONO,0328,328,R,RTR
TRANS,0329,329,R,RTR
WITGOUD,0330,330,R,RTR
MONAKATO,0331,331,R,RTR
MONAKATO EXT 1,0331,331,R,RTR
MONAKATO UIT 1,0331,331,R,RTR
SYFERBULT,0332,332,R,RTR
TSITSING,0333,333,R,RTR
BOONS,0334,334,O,BNS
PHOKENG,0335,335,O,PHE
BALEEMA,0336,336,R,RTR
BAPO II,0337,337,R,RTR
BARATHEO,0338,338,R,RTR
BOITUMELO,0339,339,M,PTA
KAMEELBOOM,0340,340,R,RTR
KRAALHOEK,0341,341,R,RTR
VLAKDRIF,0342,342,R,RTR
MPHEPELE,0343,343,M,JNB
RHENOSTERKRAAL,0344,344,R,RTR
TOEMASKOP,0345,345,R,RTR
MAANHAARRAND,0346,346,O,MAH
DERBY,0347,347,O,DBY
CEDRELLA,0348,348,O,KOS
KOSTER,0348,348,O,KOS
REAGILE,0348,348,O,KOS
REAGILE OUTLYING,0348,348,O,KOS
BAPHALANE,0349,349,R,RTR
KROONDAL,0350,350,R,RTR
MANAMAKGOTHENG,0351,351,O,SWK
PHATSIMA,0351,351,O,SWK
THAPELO,0353,353,R,RTR
MABELE-A-PODI,0354,354,R,RTR
MOGWASI,0354,354,R,RTR
MOGWASI UNIT 4,0354,354,R,RTR
SEGAKWANENG,0355,355,R,RTR
MODULE,0356,356,R,RTR
WITRANDJIES,0356,356,R,RTR
BATAUNG,0357,357,R,MEI
MONONONO,0358,358,R,RTR
MAJAKANENG,0359,359,R,RTR
NORTHAM,0360,360,R,NRR
ROSENDAL,0360,360,R,NRR
KOEDOESKOP,0361,361,O,KDK
AMANDELBULT,0362,362,R,TZB
CHROMITE,0362,362,R,TZB
THABAZIMBI,0362,362,R,TZB
EMLANJENI,0363,363,O,DWG
MABODISA,0364,364,R,RTR
MAILE,0365,365,R,RTR
MAOLOGANE,0366,366,R,RTR
MATLAMETLO,0367,367,R,RTR
SEKAMA,0369,369,O,KOS
SWARTKLIP,0370,370,O,SWK
MOKGALWANA,0371,371,O,MWS
MOGODITSHANE,0372,372,O,MWS
MOLORWE,0373,373,R,RTR
LESETLHENG,0374,374,R,RTR
HLATINI,0375,375,O,SWK
RAMATSHABA,0376,376,R,RTR
MOTLHABE,0377,377,R,RTR
MARAPALLO,0378,378,R,RTR
MMOROGONG,0379,379,O,MWS
LUSHOF,0380,380,R,TZB
THABAZIMBI,0380,380,R,TZB
MAKOPPA,0381,381,O,SLV
KIESEL,0382,382,O,MTB
SETARIA,0383,383,R,TZB
ZONDEREINDE,0383,383,R,TZB
ROOIBOKKRAAL,0384,384,O,RBK
SENTRUM,0385,385,O,SNM
IPELEGENG,0386,386,R,TZB
PODIPHATSHWA,0386,386,R,TZB
KWAGGASHOEK,0387,387,R,TZB
KWAGGASVLAKTE,0387,387,R,TZB
REGOROGILE,0387,387,R,TZB
SPITZKOP,0387,387,R,TZB
THABAZIMBI,0387,387,R,TZB
THABAZIMBI EXT 14,0387,387,R,TZB
THABAZIMBI EXT 18,0387,387,R,TZB
THABAZIMBI EXT 2,0387,387,R,TZB
THABAZIMBI EXT 5,0387,387,R,TZB
THABAZIMBI EXT 6,0387,387,R,TZB
THABAZIMBI EXT 8,0387,387,R,TZB
THABAZIMBI NU,0387,387,R,TZB
THABAZIMBI OUTLYING,0387,387,R,TZB
THABAZIMBI PART 2 SP,0387,387,R,TZB
THABAZIMBI PROPER,0387,387,R,TZB
BOJATING,0388,388,O,MWS
KOMMISSIEDRIF,0389,389,M,PTA
MOYANSHE,0390,390,R,RTR
PHADI,0391,391,R,RTR
MOSENTHAL,0393,393,R,RTR
MAKGOPE,0394,394,O,MWS
MANTSHO,0396,396,O,MWS
MAPAPUTLE,0397,397,O,MWS
NKOGOLWE,0398,398,O,MWS
HAMMANSKRAAL,0399,399,R,HKR
NGWEDING,0399,399,R,HKR
HAMMANSKRAAL,0400,400,R,HKR
KUDUBE,0400,400,R,HKR
MAROKOLONG,0400,400,R,HKR
TRUST FARM,0400,400,R,HKR
EERSTERUS,0401,401,R,HKR
MAJANENG,0402,402,R,HKR
LEFATLHENG,0403,403,R,HKR
MAKAPAANSTAD,0404,404,R,HKR
MAKAPANSTAD,0404,404,R,HKR
MANDELA VILLAGE,0404,404,R,HKR
RHENOSTERDRIFT,0405,405,O,RDW
SWARTDAM,0405,405,O,RDW
RUST DE WINTER,0406,406,O,RDW
AMANDEBELE A LEBELO,0407,407,R,HKR
BABELEGI,0407,407,R,HKR
CAROUSEL VIEW,0407,407,R,HKR
DILOPYE,0407,407,R,HKR
DRYGIN,0407,407,R,HKR
EERSTERUS,0407,407,R,HKR
GA-MOKONE,0407,407,R,HKR
HAMMANSKRAAL,0407,407,R,HKR
HAMMANSKRAAL EXT 1,0407,407,R,HKR
HAMMANSKRAAL EXT 2,0407,407,R,HKR
HAMMANSKRAAL EXT 6,0407,407,R,HKR
HAMMANSKRAAL PART 2 SP,0407,407,R,HKR
HAMMANSKRAAL PROPER,0407,407,R,HKR
HAMMANSKRAAL UIT 6,0407,407,R,HKR
HAMMANSKRAAL WEST,0407,407,R,HKR
HAMMANSKRAAL WEST EXT 1,0407,407,R,HKR
KEKANA GARDENS,0407,407,R,HKR
KEKANA GARDENS SP,0407,407,R,HKR
KUDUBE D,0407,407,R,HKR
KUDUBE UNIT 1,0407,407,R,HKR
KUDUBE UNIT 10,0407,407,R,HKR
KUDUBE UNIT 11,0407,407,R,HKR
KUDUBE UNIT 2,0407,407,R,HKR
KUDUBE UNIT 3,0407,407,R,HKR
KUDUBE UNIT 4,0407,407,R,HKR
KUDUBE UNIT 6,0407,407,R,HKR
KUDUBE UNIT 7,0407,407,R,HKR
LEBALANGWE,0407,407,R,HKR
LEBOALANGWE,0407,407,R,HKR
LEFATLHENG,0407,407,R,HKR
MANDELA VILLAGE,0407,407,R,HKR
MAROKOLONG,0407,407,R,HKR
MAROKOLONG PROPER,0407,407,R,HKR
MMOTLA,0407,407,R,HKR
RAMOTSE,0407,407,R,HKR
RAND VIEW,0407,407,R,HKR
REFENTSE,0407,407,R,HKR
RENS TOWN,0407,407,R,HKR
ROCKVILLE,0407,407,R,HKR
SEKAMPANENG,0407,407,R,HKR
STINKWATER,0407,407,R,HKR
STINKWATER EXT 1,0407,407,R,HKR
STINKWATER EXT 2,0407,407,R,HKR
STINKWATER EXT 3,0407,407,R,HKR
STINKWATER PROPER,0407,407,R,HKR
SUURMAN,0407,407,R,HKR
TEMBA,0407,407,R,HKR
TEMBA BLOCK C,0407,407,R,HKR
TEMBA BLOK C,0407,407,R,HKR
TEMBA EENHEID 1,0407,407,R,HKR
TEMBA EENHEID 2,0407,407,R,HKR
TEMBA EENHEID 3,0407,407,R,HKR
TEMBA EENHEID 4,0407,407,R,HKR
TEMBA EENHEID 6,0407,407,R,HKR
TEMBA EENHEID 7,0407,407,R,HKR
TEMBA EENHEID 7A,0407,407,R,HKR
TEMBA EENHEID D,0407,407,R,HKR
TEMBA EXT 1,0407,407,R,HKR
TEMBA EXT 2,0407,407,R,HKR
TEMBA EXT 6,0407,407,R,HKR
TEMBA OUTLYING,0407,407,R,HKR
TEMBA PART 1,0407,407,R,HKR
TEMBA PART 2,0407,407,R,HKR
TEMBA UIT 1,0407,407,R,HKR
TEMBA UIT 2,0407,407,R,HKR
TEMBA UIT 6,0407,407,R,HKR
TEMBA UNIT 1,0407,407,R,HKR
TEMBA UNIT 2,0407,407,R,HKR
TEMBA UNIT 3,0407,407,R,HKR
TEMBA UNIT 4,0407,407,R,HKR
TEMBA UNIT 6,0407,407,R,HKR
TEMBA UNIT 7,0407,407,R,HKR
TEMBA UNIT 7A,0407,407,R,HKR
TEMBA UNIT D,0407,407,R,HKR
TEMBOVILLE,0407,407,R,HKR
BEDWANG,0408,408,M,PTA
NGOBI,0408,408,M,PTA
BOSPLAAS,0409,409,R,HKR
GA-HABEDI,0410,410,R,HKR
LEBOTLOANE,0411,411,R,HKR
MAUBANE,0412,412,M,JNB
MPHE-BATHO,0412,412,M,JNB
MPHEBATHO,0412,412,M,JNB
LEFISO,0413,413,R,HKR
MUTLESTAD,0413,413,R,HKR
PANKOP,0414,414,R,HKR
DIKEBU,0415,415,M,JNB
RANTEBENG,0415,415,M,JNB
RANTJIEPAN,0416,416,M,JNB
RATJIEPAN,0416,416,M,JNB
SEABE,0417,417,R,HKR
MATHIBESTAD,0418,418,R,HKR
SWAARTBOOISTAD,0418,418,R,HKR
SWARTBOOISTAD,0418,418,R,HKR
POTWANE,0419,419,R,HKR
THULWE,0419,419,R,HKR
PIENAARS RIVER,0420,420,O,PVR
PIENAARSRIVIER,0420,420,O,PVR
CAROUSEL VIEW,0421,421,R,HKR
MOGOGELO,0422,422,R,HKR
LEBOALANGWE,0423,423,R,HKR
DILOPYE,0424,424,O,PVR
SEKAMPANENG,0425,425,R,HKR
REFENTSE,0426,426,R,HKR
REFENTSE WEST,0426,426,R,HKR
REFENTSE-WES,0426,426,R,HKR
RAMOTSE,0427,427,R,HKR
SUURMAN,0428,428,R,HKR
NEW EERSTERUS,0429,429,R,HKR
DE PUTTEN,0430,430,O,SET
SETTLERS,0430,430,O,SET
MARAPYANE,0431,431,R,WSR
SKILPADFONTEIN,0431,431,R,WSR
BAMOKGOKO,0432,432,R,WSR
MAMETLHAKE,0432,432,R,WSR
PANKOP,0432,432,R,WSR
MOROLONG,0433,433,R,NSR
MAROKOLONG,0434,434,R,HKR
LEFIFI,0435,435,R,HKR
NOKANENG,0435,435,R,HKR
BINGLEY,0436,436,R,NSR
TUINPLAAS,0437,437,R,NSR
GA-MOCHEKO,0438,438,R,HKR
TLADISTAD,0439,439,R,HKR
MOEKA,0440,440,R,HKR
DERTIG,0441,441,R,HKR
DIKWEBU,0442,442,R,HKR
HANI VIEW,0443,443,R,HKR
KGOMO KGOMO,0444,444,R,HKR
BOLLA-NTLOKWE,0445,445,R,HKR
DIPETLELOANE,0447,447,R,HKR
GA-LEKALAKALA,0448,448,R,HKR
LEEUFONTEIN,0449,449,R,MBH
MARBLE HALL,0449,449,R,MBH
MBIBANE,0449,449,R,MBH
MARBLE HALL,0450,450,R,MBH
MARBLE HALL EXT 5,0450,450,R,MBH
MARBLE HALL UIT 5,0450,450,R,MBH
VOORREG,0451,451,O,MGL
TWEEFONTEIN,0452,452,O,PHK
XIPAME,0452,452,O,PHK
TSIMANYANE,0453,453,R,MBH
KEDIKETSE,0454,454,R,MBH
STRYDMAG,0455,455,R,MBH
MSINDO,0456,456,R,MBH
DIBASABOPHELO,0457,457,R,MBH
LEEUKUIL,0457,457,R,MBH
EMPUMALANGA,0458,458,R,MBH
KULI,0458,458,R,MBH
KWAGGAFONTEIN,0458,458,R,MBH
VERENA,0458,458,R,MBH
MOGANYAKA,0459,459,O,MGY
MADLAYEDWA,0460,460,R,MBH
MAROBOGO,0461,461,R,MBH
MTHAMBOTHINI,0462,462,R,MBH
ARABIEDAM,0464,464,R,MBH
BLOEDFONTEIN,0465,465,R,MBH
MARAPJANE,0465,465,R,MBH
MARAPYANE,0465,465,R,MBH
MORETELE,0465,465,R,MBH
SEABE,0465,465,R,MBH
SENOTLELO,0465,465,R,MBH
SLEUTELFONTEIN,0465,465,R,MBH
MAGELEMBE,0466,466,R,MBH
GA-MAMPANE,0467,467,R,MBH
MPHARANGOPE,0468,468,R,MBH
BUTHI,0469,469,O,RKL
GA-MAMPHOKGO,0470,470,R,GRO
GROBLERSDAL,0470,470,R,GRO
GROBLERSDAL OUTLYING,0470,470,R,GRO
LEGOLANENG,0470,470,R,GRO
MATSHIDING,0470,470,R,GRO
STADIUM VIEW,0470,470,R,GRO
TAFELKOP,0470,470,R,GRO
SEVEN STAD,0471,471,R,MBH
GUGULETU,0472,472,R,SBW
KWA PHAHLA,0472,472,R,SBW
MAGAKADIMENG,0472,472,R,SBW
MAPOCH,0472,472,R,SBW
MPHELENG,0472,472,R,SBW
SIYABUSWA,0472,472,R,SBW
SUNSET SUPERMARKET,0472,472,R,SBW
THABAND VILLAGE,0472,472,R,SBW
VALFONTEIN,0472,472,R,SBW
WELTEVREDE,0472,472,R,SBW
MOTETEMA,0473,473,O,MTT
BOLEU,0474,474,O,VRN
TAFELKOP,0474,474,O,VRN
MATJHIRINI,0475,475,O,MLT
DICHOEUNG,0476,476,R,NSR
MOTETI,0477,477,R,DLR
WALKRAAL B,0477,477,R,DLR
WATERVAL A,0477,477,R,DLR
KETEKE,0478,478,R,MBH
MASWANENG,0479,479,O,HLO
BELA BELA,0480,480,R,WSR
BELA-BELA,0480,480,R,WSR
BELA-BELA EXT 1,0480,480,R,WSR
BELA-BELA EXT 2,0480,480,R,WSR
BELA-BELA EXT 3,0480,480,R,WSR
BELA-BELA EXT 4,0480,480,R,WSR
BELA-BELA EXT 5,0480,480,R,WSR
BELA-BELA EXT 6,0480,480,R,WSR
BELA-BELA OUTLYING,0480,480,R,WSR
BELA-BELA PROPER,0480,480,R,WSR
BELA-BELA SP OUTLYING,0480,480,R,WSR
BELA-BELA UIT 1,0480,480,R,WSR
BELA-BELA UIT 5,0480,480,R,WSR
BELABELA,0480,480,R,WSR
GHOLFBAANPARK,0480,480,R,WSR
JINNAH PARK,0480,480,R,WSR
JINNAH PARK EXT 1,0480,480,R,WSR
JINNAH PARK EXT 2,0480,480,R,WSR
ROYAL NORTHLAND,0480,480,R,WSR
SPAPARK,0480,480,R,WSR
SPAPARK EXT 1,0480,480,R,WSR
TUINTUISTE,0480,480,R,WSR
WARMBAD,0480,480,R,WSR
WARMBAD UIT 1,0480,480,R,WSR
WARMBATHS,0480,480,R,WSR
WARMBATHS EXT,0480,480,R,WSR
WARMBATHS EXT 1,0480,480,R,WSR
WARMBATHS EXT 11,0480,480,R,WSR
WARMBATHS EXT 12,0480,480,R,WSR
WARMBATHS EXT 13,0480,480,R,WSR
WARMBATHS EXT 14,0480,480,R,WSR
WARMBATHS EXT 2,0480,480,R,WSR
WARMBATHS EXT 3,0480,480,R,WSR
WARMBATHS EXT 4,0480,480,R,WSR
WARMBATHS EXT 5,0480,480,R,WSR
WARMBATHS EXT 9,0480,480,R,WSR
WARMBATHS OUTLYING,0480,480,R,WSR
BELA BELA,0481,481,R,WSR
BELABELA,0481,481,R,WSR
KWALITHO,0482,482,O,MSD
RADIUM,0483,483,O,RAD
SYFERKUIL,0483,483,O,RAD
KGOBOKWANE,0484,484,R,MBH
ELANDSDOORN,0485,485,R,GRO
LEEUPOORT,0486,486,O,LEP
RUIGTESLOOT,0486,486,O,LEP
MAROELA,0487,487,R,TZB
BABETHU,0488,488,R,TZB
MAKEKENG,0489,489,R,TZB
HEREFORD,0490,490,R,GRO
TSHILWANENG,0491,491,R,GRO
TLOUNANE,0492,492,R,WSR
TWO LINE,0493,493,R,SBW
MAKOMETSANE,0494,494,R,SBW
RAMOKGELETSANE,0495,495,R,SBW
MALOPE RPA,0496,496,R,SBW
MORIPE,0496,496,R,SBW
LEROME,0497,497,R,HKR
KONTANT,0498,498,R,HKR
LEKGOLO,0499,499,R,HKR
ROOIBERG,0500,500,O,RBG
MAKUBUBELE,0501,501,R,HKR
MMAKUBJANE,0502,502,R,HKR
MMUKUBYANE,0502,502,R,HKR
MMATLHWAELA,0503,503,R,HKR
MOEMA,0504,504,R,HKR
SELEPE,0505,505,R,HKR
SLAGBOOM,0506,506,R,HKR
SUTELONG,0507,507,R,HKR
TRANSACTIE,0508,508,R,HKR
