suburb,col2,col3,col4,town_code
PENCARROW PARK,4019,4019,M,DUR
RYDAL VALE PARK,4019,4019,M,DUR
SHANVA HILLS,4019,4019,M,DUR
SINEMBE PARK,4019,4019,M,DUR
SUNBURY PARK,4019,4019,M,DUR
SUNNINGDALE,4019,4019,M,DUR
SUNNINGDALE 2,4019,4019,M,DUR
SUNNINGDALE CLUSTER 1,4019,4019,M,DUR
SUNNINGDALE FERNLEA,4019,4019,M,DUR
THE GARDENS,4019,4019,M,DUR
TORSVALE PARK,4019,4019,M,DUR
ILALA RIDGE,4021,4021,M,DUR
IZINGA RIDGE,4021,4021,M,DUR
PRESTONDALE,4021,4021,M,DUR
SOMERSET PARK,4021,4021,M,DUR
THE SQUARE,4021,4021,M,DUR
UMHLANGA MANORS,4021,4021,M,DUR
GLENASHLEY,4022,4022,M,DUR
GREYVILLE,4023,4023,M,DUR
HILLARY,4024,4024,M,DUR
STAMFORD HILL,4025,4025,M,DUR
JACOBS,4026,4026,M,DUR
GIJIMA,4027,4027,M,DUR
LAMONTVILLE,4027,4027,M,DUR
LAURIEN CREST,4028,4028,M,DUR
DURBAN INTERNASIONALE LUGHAWE,4029,4029,M,DUR
DURBAN INTERNATIONAL AIRPORT,4029,4029,M,DUR
CHATSWORTH,4030,4030,M,DUR
ENGONYAMENI,4031,4031,S,UML
GEZANGAVE,4031,4031,S,UML
GOMOMO,4031,4031,S,UML
KWANKONKA,4031,4031,S,UML
LUSAKA,4031,4031,S,UML
MSENI,4031,4031,S,UML
UMLAZI,4031,4031,S,UML
UMLAZI 5 EXT 2,4031,4031,S,UML
UMLAZI 5 UIT 2,4031,4031,S,UML
UMLAZI C3,4031,4031,S,UML
UMLAZI CC,4031,4031,S,UML
UMLAZI D3,4031,4031,S,UML
UMLAZI F SECTION,4031,4031,S,UML
UMLAZI F11,4031,4031,S,UML
UMLAZI F3,4031,4031,S,UML
UMLAZI F6,4031,4031,S,UML
UMLAZI F9,4031,4031,S,UML
UMLAZI FASE 8,4031,4031,S,UML
UMLAZI FX6,4031,4031,S,UML
UMLAZI GX4,4031,4031,S,UML
UMLAZI GX8-9,4031,4031,S,UML
UMLAZI HX14,4031,4031,S,UML
UMLAZI HX17,4031,4031,S,UML
UMLAZI HX4,4031,4031,S,UML
UMLAZI N,4031,4031,S,UML
UMLAZI NEW VILLAGE,4031,4031,S,UML
UMLAZI PHASE 8,4031,4031,S,UML
UMLAZI WHITE CITY,4031,4031,S,UML
UMLAZI Z,4031,4031,S,UML
UMLAZI Z SECTION,4031,4031,S,UML
UMLAZI Z SEKSIE,4031,4031,S,UML
KWAZIMELE,4032,4032,M,DUR
NEWTOWN SECTION A,4032,4032,M,DUR
NTUZUMA,4032,4032,M,DUR
NTUZUMA E,4032,4032,M,DUR
NTUZUMA G,4032,4032,M,DUR
QHAKAZA,4032,4032,M,DUR
ROCHDALE PARK,4034,4034,M,DUR
EZIHLABATINI,4035,4035,M,DUR
KWASHELENI,4035,4035,M,DUR
MANCINZA,4035,4035,M,DUR
MARBLE RAY,4035,4035,M,DUR
PHOLILE,4035,4035,M,DUR
SAKHISIWE,4035,4035,M,DUR
BLUFF,4036,4036,M,DUR
ALLEN RISE,4037,4037,M,DUR
ATHENA GARDENS,4037,4037,M,DUR
BAKERVILLE,4037,4037,M,DUR
BAKERVILLE GARDENS,4037,4037,M,DUR
BRAIRDALE,4037,4037,M,DUR
BRIARDALE,4037,4037,M,DUR
CASTLE HILL,4037,4037,M,DUR
CASTLEHILL,4037,4037,M,DUR
CLEARHEIGHTS,4037,4037,M,DUR
EARLSFIELD,4037,4037,M,DUR
FOSA,4037,4037,M,DUR
FOSAVILLE,4037,4037,M,DUR
HILLGROVE,4037,4037,M,DUR
HIPPO ROAD,4037,4037,M,DUR
MARBLE RAY,4037,4037,M,DUR
NEW DAWN PARK,4037,4037,M,DUR
NEWLANDS,4037,4037,M,DUR
NEWLANDS EAST,4037,4037,M,DUR
NEWLANDS WEST,4037,4037,M,DUR
NEWLANDS-OOS,4037,4037,M,DUR
NEWLANDS-WES,4037,4037,M,DUR
NUWELAND,4037,4037,M,DUR
PARLOCK,4037,4037,M,DUR
RECREATION,4037,4037,M,DUR
RIVERDENE,4037,4037,M,DUR
RIVERHORSE VALLEY,4037,4037,M,DUR
SANDALWOOD,4037,4037,M,DUR
VALENCIA GARDENS,4037,4037,M,DUR
WESTRICH,4037,4037,M,DUR
CROSSWAYS,4038,4038,M,DUR
SAWFISH CLINIC,4039,4039,M,DUR
UNIVERSITEIT VAN KWAZULU NATAL,4041,4041,M,DUR
UNIVERSITY OF KWAZULU NATAL,4041,4041,M,DUR
NATAL NEWSPAPERS,4044,4044,M,DUR
N B S,4046,4046,M,DUR
MEGA CITY,4047,4047,M,DUR
ISINKONTSHE,4050,4050,M,DUR
ATHLONE,4051,4051,M,DUR
AVOCA,4051,4051,M,DUR
AVOCA HILLS,4051,4051,M,DUR
BEACHWOOD,4051,4051,M,DUR
BLUE RIDGE,4051,4051,M,DUR
BRIARDENE,4051,4051,M,DUR
BROADWAY,4051,4051,M,DUR
CAMPSITE,4051,4051,M,DUR
COROVOCA,4051,4051,M,DUR
COROVOCA TOWNSHIP,4051,4051,M,DUR
DUFF'S ROAD,4051,4051,M,DUR
DUFFS ROAD,4051,4051,M,DUR
DUFFWEG,4051,4051,M,DUR
DURBAN NORTH,4051,4051,M,DUR
DURBAN-NOORD,4051,4051,M,DUR
EFFINGHAM HEIGHTS,4051,4051,M,DUR
ELLIS PARK,4051,4051,M,DUR
GLEN ANIL,4051,4051,M,DUR
GLEN HILLS,4051,4051,M,DUR
GLENASHLEY,4051,4051,M,DUR
GLENHILLS,4051,4051,M,DUR
GREENWOOD PARK,4051,4051,M,DUR
KENVILLE,4051,4051,M,DUR
LA LUCIA,4051,4051,M,DUR
LA LUCIA RIDGE,4051,4051,M,DUR
MORIAH,4051,4051,M,DUR
MOUNT MORIAH,4051,4051,M,DUR
NORTHWAY,4051,4051,M,DUR
PARKHILL,4051,4051,M,DUR
PROSPECT HALL,4051,4051,M,DUR
RED HILL,4051,4051,M,DUR
RIVERSIDE,4051,4051,M,DUR
ROSEHILL,4051,4051,M,DUR
SEA COW LAKE,4051,4051,M,DUR
SHANVA HILLS,4051,4051,M,DUR
SIYANDA,4051,4051,M,DUR
SPRINGFIELD FLATS,4051,4051,M,DUR
SPRINGFIELD PARK,4051,4051,M,DUR
SPRINGVALE,4051,4051,M,DUR
SUNNINGDALE,4051,4051,M,DUR
SUNNINGDALE VILLAGE,4051,4051,M,DUR
UMGENI HEIGHTS,4051,4051,M,DUR
UMGENI PARK,4051,4051,M,DUR
UMGENIHOOGTE,4051,4051,M,DUR
VIRGINIA,4051,4051,M,DUR
AUSTERVILLE,4052,4052,M,DUR
BAYHEAD,4052,4052,M,DUR
BLUFF,4052,4052,M,DUR
BRIGHTON BEACH,4052,4052,M,DUR
BUSHLANDS,4052,4052,M,DUR
CLAIRWOOD,4052,4052,M,DUR
CROSSWAYS,4052,4052,M,DUR
FYNNLAND,4052,4052,M,DUR
FYNNLANDS,4052,4052,M,DUR
GROSVENOR,4052,4052,M,DUR
GROSVERNOR,4052,4052,M,DUR
HAPPY VALLEY,4052,4052,M,DUR
ISLAND VIEW,4052,4052,M,DUR
JACOBS,4052,4052,M,DUR
KINGS REST,4052,4052,M,DUR
KINGS VIEW,4052,4052,M,DUR
MARLBOROUGH PARK,4052,4052,M,DUR
MEREBANK,4052,4052,M,DUR
MEREBANK EAST,4052,4052,M,DUR
MEREWENT,4052,4052,M,DUR
MOBENI,4052,4052,M,DUR
MOBENI WEST,4052,4052,M,DUR
OCEAN VIEW,4052,4052,M,DUR
STANVAC,4052,4052,M,DUR
TREASURE BEACH,4052,4052,M,DUR
VAN DER WALT PARK,4052,4052,M,DUR
VAN RIEBEECK PARK,4052,4052,M,DUR
WENTWORTH,4052,4052,M,DUR
HYPER BY THE SEA,4053,4053,O,RVS
UMHLATUZANA,4054,4054,S,CTW
MALVERN,4055,4055,S,AZT
MARINE PARADE,4056,4056,M,DUR
MAYDON KAAI,4057,4057,M,DUR
MAYDON WARF,4057,4057,M,DUR
MAYDON WHARF,4057,4057,M,DUR
MAYDONKAAI,4057,4057,M,DUR
MAYVILLE,4058,4058,M,DUR
MEREBANK,4059,4059,M,DUR
MOBENI,4060,4060,M,DUR
MONTCLAIR,4061,4061,M,DUR
MUSGRAVE,4062,4062,M,DUR
MUSGRAVE ROAD,4062,4062,M,DUR
MUSGRAVEWEG,4062,4062,M,DUR
NORTH BEACH,4063,4063,M,DUR
NORTHDENE,4064,4064,M,DUR
NORTHWAY,4065,4065,M,DUR
GLEBE,4066,4066,M,DUR
INWABI,4066,4066,M,DUR
KWAMGAGA,4066,4066,M,DUR
MALABA HILLS,4066,4066,M,DUR
MALAGAZI,4066,4066,M,DUR
MALUKAZI,4066,4066,M,DUR
NTOKOZWENI,4066,4066,M,DUR
NTOKOZWENI SECTION F,4066,4066,M,DUR
NTOKOZWENI SECTION Q,4066,4066,M,DUR
NTOKOZWENI SECTION S,4066,4066,M,DUR
NTOKOZWENI SECTION T,4066,4066,M,DUR
PHILANI DORP,4066,4066,M,DUR
PHILANI VALLEI,4066,4066,M,DUR
PHILANI VALLEY,4066,4066,M,DUR
PHILANI VILLAGE,4066,4066,M,DUR
UMALZI M,4066,4066,M,DUR
UMLAZI,4066,4066,M,DUR
UMLAZI AA,4066,4066,M,DUR
UMLAZI B,4066,4066,M,DUR
UMLAZI BB,4066,4066,M,DUR
UMLAZI C,4066,4066,M,DUR
UMLAZI CC,4066,4066,M,DUR
UMLAZI D,4066,4066,M,DUR
UMLAZI E,4066,4066,M,DUR
UMLAZI F,4066,4066,M,DUR
UMLAZI F SECTION,4066,4066,M,DUR
UMLAZI FASE 6,4066,4066,M,DUR
UMLAZI G,4066,4066,M,DUR
UMLAZI H,4066,4066,M,DUR
UMLAZI J,4066,4066,M,DUR
UMLAZI J SECTION,4066,4066,M,DUR
UMLAZI K,4066,4066,M,DUR
UMLAZI K SECTION,4066,4066,M,DUR
UMLAZI L,4066,4066,M,DUR
UMLAZI L SECTION,4066,4066,M,DUR
UMLAZI M,4066,4066,M,DUR
UMLAZI MISSION A,4066,4066,M,DUR
UMLAZI N,4066,4066,M,DUR
UMLAZI P,4066,4066,M,DUR
UMLAZI P SECTION,4066,4066,M,DUR
UMLAZI PHASE 6,4066,4066,M,DUR
UMLAZI Q,4066,4066,M,DUR
UMLAZI R,4066,4066,M,DUR
UMLAZI S,4066,4066,M,DUR
UMLAZI T,4066,4066,M,DUR
UMLAZI U,4066,4066,M,DUR
UMLAZI V,4066,4066,M,DUR
UMLAZI W,4066,4066,M,DUR
UMLAZI W SECTION,4066,4066,M,DUR
UMLAZI Y,4066,4066,M,DUR
UMLAZI Y SECTION,4066,4066,M,DUR
VUMENGAZI,4066,4066,M,DUR
ZAMANI,4066,4066,M,DUR
OVERPORT,4067,4067,M,DUR
AMAOTANA,4068,4068,M,DUR
AMAOTI OUTLYING,4068,4068,M,DUR
AMAWOTHI,4068,4068,M,DUR
AMAWOTI E,4068,4068,M,DUR
AMAWOTI F,4068,4068,M,DUR
BRIDGEVALE,4068,4068,M,DUR
BROADLANDS,4068,4068,M,DUR
BROOKDALE,4068,4068,M,DUR
BROOKES FARM,4068,4068,M,DUR
CAMPBELLSTOWN,4068,4068,M,DUR
CANESIDE,4068,4068,M,DUR
CENTENARY HEIGHTS,4068,4068,M,DUR
CENTENARY PARK,4068,4068,M,DUR
CENTENARYPARK,4068,4068,M,DUR
CLAYFIELD,4068,4068,M,DUR
EASTBURY,4068,4068,M,DUR
EASTBURY PARK,4068,4068,M,DUR
EXTENSION,4068,4068,M,DUR
FOREST HAVEN,4068,4068,M,DUR
GREENBURY,4068,4068,M,DUR
GROVE END,4068,4068,M,DUR
LENHAM,4068,4068,M,DUR
LONGCROFT,4068,4068,M,DUR
LUSAKA,4068,4068,M,DUR
LUSAKA 1,4068,4068,M,DUR
LUSAKA 2,4068,4068,M,DUR
MAMBHA STORES,4068,4068,M,DUR
MOCAMBIQUE,4068,4068,M,DUR
MOZAMBIQUE,4068,4068,M,DUR
NAMIBIA,4068,4068,M,DUR
NEW COTTAGES,4068,4068,M,DUR
NORTHCROFT,4068,4068,M,DUR
PALMVIEW,4068,4068,M,DUR
PHOENIX,4068,4068,M,DUR
PHOENIX INDUSTRIAL,4068,4068,M,DUR
PHOENIX INDUSTRIAL AREA,4068,4068,M,DUR
PHOENIX INDUSTRIAL PARK,4068,4068,M,DUR
PHOENIX INDUSTRIELE GEBIED,4068,4068,M,DUR
RAINHAM,4068,4068,M,DUR
REDBURY,4068,4068,M,DUR
REDFERN,4068,4068,M,DUR
ROCKFORD,4068,4068,M,DUR
RYDALVALE,4068,4068,M,DUR
SACCARINE,4068,4068,M,DUR
SASTRI PARK,4068,4068,M,DUR
SASTRIPARK,4068,4068,M,DUR
SHASTRI PARK,4068,4068,M,DUR
SOUTHGATE,4068,4068,M,DUR
STANMORE,4068,4068,M,DUR
STARWOOD,4068,4068,M,DUR
STONE BRIDGE,4068,4068,M,DUR
STONEBRIDGE,4068,4068,M,DUR
SUNFORD,4068,4068,M,DUR
TANZANIA,4068,4068,M,DUR
TRENANCE MANOR,4068,4068,M,DUR
TRENANCE PARK,4068,4068,M,DUR
WESTHAM,4068,4068,M,DUR
WHETFERN,4068,4068,M,DUR
WHETSTONE,4068,4068,M,DUR
WHITE HOUSE PARK,4068,4068,M,DUR
WOODVIEW,4068,4068,M,DUR
ZIMBABWE,4068,4068,M,DUR
POINT,4069,4069,M,DUR
QUEENSBURGH,4070,4070,M,DUR
RED HILL,4071,4071,M,DUR
ROSSBURGH,4072,4072,M,DUR
WATERTOWER,4073,4073,M,DUR
SNELL PARADE,4074,4074,M,DUR
UMBILO,4075,4075,M,DUR
QUALBERT,4078,4078,M,DUR
SHALLCROSS,4079,4079,M,DUR
AMAOTI,4080,4080,M,DUR
MOZAMBIQUE,4080,4080,M,DUR
PHOENIX,4080,4080,M,DUR
UMKHUMBANE,4081,4081,M,DUR
LINDIWE,4082,4082,M,DUR
GLENWOOD,4083,4083,M,DUR
MOORE ROAD,4083,4083,M,DUR
BAYVIEW,4084,4084,S,CTW
LORNEGREY,4085,4085,M,DUR
MOORTON,4087,4087,S,CTW
ISIBANI,4088,4088,M,DUR
DANISA VILLAGE,4089,4089,M,DUR
IRELAND,4089,4089,M,DUR
KHAYELISHA,4089,4089,M,DUR
MOSCOW,4089,4089,M,DUR
NTOKOZWENI,4089,4089,M,DUR
NTOKOZWENI F6,4089,4089,M,DUR
NTOKOZWENI H2,4089,4089,M,DUR
NTOKOZWENI SECTION Q,4089,4089,M,DUR
NTOKOZWENI SECTION T,4089,4089,M,DUR
PHOLA PLACE,4089,4089,M,DUR
SHAYAMOYA,4089,4089,M,DUR
TEHUIS 1 - 3,4089,4089,M,DUR
THANDANANI,4089,4089,M,DUR
UMLAZI A1,4089,4089,M,DUR
UMLAZI A2,4089,4089,M,DUR
UMLAZI AA,4089,4089,M,DUR
UMLAZI C,4089,4089,M,DUR
UMLAZI C1,4089,4089,M,DUR
UMLAZI C2,4089,4089,M,DUR
UMLAZI E4,4089,4089,M,DUR
UMLAZI E7,4089,4089,M,DUR
UMLAZI E9,4089,4089,M,DUR
UMLAZI F1,4089,4089,M,DUR
UMLAZI F2,4089,4089,M,DUR
UMLAZI GLEBE,4089,4089,M,DUR
UMLAZI Q,4089,4089,M,DUR
UMLAZI S1,4089,4089,M,DUR
UMLAZI T,4089,4089,M,DUR
UMLAZI V4,4089,4089,M,DUR
UMLAZI V6,4089,4089,M,DUR
VIETNAM,4089,4089,M,DUR
ZIMELENI,4089,4089,M,DUR
RESERVOIR HILLS,4090,4090,M,DUR
45TH CUTTING,4091,4091,M,DUR
ASHERVILLE,4091,4091,M,DUR
BLACKHURST,4091,4091,M,DUR
BONELA,4091,4091,M,DUR
BONELLA,4091,4091,M,DUR
BURNWOOD,4091,4091,M,DUR
CATO CREST,4091,4091,M,DUR
CATO MANOR,4091,4091,M,DUR
CHESTERVILLE,4091,4091,M,DUR
CHESTERVILLE EXT 1,4091,4091,M,DUR
CHESTERVILLE EXT 2,4091,4091,M,DUR
CHESTERVILLE UIT 1,4091,4091,M,DUR
CHESTERVILLE UIT 2,4091,4091,M,DUR
CLAIRE ESTATE,4091,4091,M,DUR
CLAIRE HILLS,4091,4091,M,DUR
CLARE EST,4091,4091,M,DUR
CLARE ESTATE,4091,4091,M,DUR
CLARE HILLS,4091,4091,M,DUR
CLARE LANDGOED,4091,4091,M,DUR
CLARE LGD,4091,4091,M,DUR
DORMERTON,4091,4091,M,DUR
ESSENWOOD,4091,4091,M,DUR
GARDENPARK,4091,4091,M,DUR
HIPPOMERE,4091,4091,M,DUR
MARINO HEIGHTS,4091,4091,M,DUR
MAYVILLE,4091,4091,M,DUR
OVERPORT,4091,4091,M,DUR
PUNTANS HILL,4091,4091,M,DUR
RANDRUS,4091,4091,M,DUR
RECREATION,4091,4091,M,DUR
RESERVOIR HILLS,4091,4091,M,DUR
RIDGEVIEW,4091,4091,M,DUR
ROSEGLEN,4091,4091,M,DUR
SHERWOOD,4091,4091,M,DUR
SILVER WILLOW,4091,4091,M,DUR
SPARKS,4091,4091,M,DUR
SPARKS EST,4091,4091,M,DUR
SPARKS LGD,4091,4091,M,DUR
SPRINGFIELD,4091,4091,M,DUR
SPRINGTOWN,4091,4091,M,DUR
SYDENHAM,4091,4091,M,DUR
UMKUMBAAN,4091,4091,M,DUR
WATERFALL PARK,4091,4091,M,DUR
WATERVAL PARK,4091,4091,M,DUR
WESRIF,4091,4091,M,DUR
WEST RIDGE,4091,4091,M,DUR
WEST RIDING,4091,4091,M,DUR
WESTRIDGE,4091,4091,M,DUR
WESTRIF,4091,4091,M,DUR
WIGGINS,4091,4091,M,DUR
ARENA PARK,4092,4092,M,DUR
BAYVIEW,4092,4092,M,DUR
BULBUL,4092,4092,M,DUR
CAVENDISH,4092,4092,M,DUR
CHATSWORTH,4092,4092,M,DUR
CROFTDENE,4092,4092,M,DUR
CROSSMOOR,4092,4092,M,DUR
DEMAT,4092,4092,M,DUR
DIE OAKS,4092,4092,M,DUR
EHLANZENI,4092,4092,M,DUR
EZIHYATHINI,4092,4092,M,DUR
EZINYATHINI,4092,4092,M,DUR
HAVENSIDE,4092,4092,M,DUR
KASTURDENE,4092,4092,M,DUR
KHARWASTAN,4092,4092,M,DUR
LUSAKA,4092,4092,M,DUR
MADIBA,4092,4092,M,DUR
MEMORIAL PARK,4092,4092,M,DUR
MOBENI HEIGHTS,4092,4092,M,DUR
MONTFORD,4092,4092,M,DUR
MOORTON,4092,4092,M,DUR
RISECLIFF,4092,4092,M,DUR
SAVANNAH,4092,4092,M,DUR
SAVANNAH PARK,4092,4092,M,DUR
SILVERGLEN,4092,4092,M,DUR
THE OAKS,4092,4092,M,DUR
UMHLATUZANA,4092,4092,M,DUR
WELBEDACHT,4092,4092,M,DUR
WELBEDACHT EAST,4092,4092,M,DUR
WELBEDACHT WEST,4092,4092,M,DUR
WELBEDAGT,4092,4092,M,DUR
WESTCLIFF,4092,4092,M,DUR
WESTCLIFFE,4092,4092,M,DUR
WOODHURST,4092,4092,M,DUR
BUFFELS BOSCH,4093,4093,M,DUR
BURLINGTON GARDENS,4093,4093,M,DUR
BURLINGTON HEIGHTS,4093,4093,M,DUR
ESCOMBE,4093,4093,M,DUR
FIRWOOD EST,4093,4093,M,DUR
FIRWOOD LGD,4093,4093,M,DUR
FLAMBOYANT PARK,4093,4093,M,DUR
GLENDALE GARDENS,4093,4093,M,DUR
HARINAGAR,4093,4093,M,DUR
HILLVIEW,4093,4093,M,DUR
MALVERN,4093,4093,M,DUR
MOSELEY,4093,4093,M,DUR
MULBERRY PARK,4093,4093,M,DUR
NIRVANA HILLS,4093,4093,M,DUR
NORTHDENE,4093,4093,M,DUR
NORTHDENE PARK,4093,4093,M,DUR
PARKSIDE,4093,4093,M,DUR
QUEENSBURGH,4093,4093,M,DUR
QUEENSMEAD INDUSTRIAL,4093,4093,M,DUR
SANCTUARY PARK EST,4093,4093,M,DUR
SANCTUARY PARK LGD,4093,4093,M,DUR
SHALLCROSS,4093,4093,M,DUR
BELLAIR,4094,4094,M,DUR
BOOTH AANSLUITING,4094,4094,M,DUR
BOOTH JUNCTION,4094,4094,M,DUR
COEDMORE,4094,4094,M,DUR
HILLARY,4094,4094,M,DUR
MOUNT VERNON,4094,4094,M,DUR
PART BELLAIR,4094,4094,M,DUR
PEOTS CORNER,4094,4094,M,DUR
POETS CORNER,4094,4094,M,DUR
ROSSBURGH,4094,4094,M,DUR
SEA VIEW,4094,4094,M,DUR
SEAGLEN GARDENS,4094,4094,M,DUR
WESTCLIFF,4097,4097,M,DUR
UMGENI PARK,4098,4098,M,DUR
WOODVIEW,4099,4099,M,DUR
ADAMS MISSION,4100,4100,S,AZT
AVONDALE ROAD,4101,4101,M,DUR
WHETSTONE,4102,4102,M,DUR
EKUTHULENI,4103,4103,M,DUR
EKUTULENI,4103,4103,M,DUR
MEREBANK CENTRAL,4104,4104,M,DUR
EMDUMEZULU,4105,4105,M,DUR
ESIDWENI,4105,4105,M,DUR
FOLWENI,4105,4105,M,DUR
FOLWENI A,4105,4105,M,DUR
FOLWENI C,4105,4105,M,DUR
FOLWENI DGD,4105,4105,M,DUR
FOLWENI TSP,4105,4105,M,DUR
MPULO,4105,4105,M,DUR
MTHAMBO,4105,4105,M,DUR
NGILANYONI,4105,4105,M,DUR
ODIDINI,4105,4105,M,DUR
OGAGWINI,4105,4105,M,DUR
PHUMELELA,4105,4105,M,DUR
SUN DUZWAYO,4105,4105,M,DUR
SUNDUZWAYO,4105,4105,M,DUR
UMBUMBULU,4105,4105,M,DUR
THANDOKUHLE,4106,4106,M,DUR
ADAMS MISSION,4110,4110,S,IPG
BHEKULWANDLE,4110,4110,S,IPG
EMANSOMINI,4110,4110,S,IPG
EMKHAZINI,4110,4110,S,IPG
EMSAHWENI,4110,4110,S,IPG
GOLOKODO,4110,4110,S,IPG
GOLOKODO-ENSIMBINI,4110,4110,S,IPG
ISIPINGO,4110,4110,S,IPG
IZWELISHA,4110,4110,S,IPG
KWAHLONGWA,4110,4110,S,IPG
MALUKAZI,4110,4110,S,IPG
MKHAZANA,4110,4110,S,IPG
NUNGWANE,4110,4110,S,IPG
SOBONAKHONA,4110,4110,S,IPG
LOTUS PARK,4111,4111,S,IPG
PROSPECTON,4113,4113,S,IPG
ISIPINGO BEACH,4115,4115,M,DUR
UMBOGINTWINI,4120,4120,S,AZT
SPARKSVIEW,4122,4122,S,AZT
AMANZIMTOTI,4125,4125,M,DUR
ABAPHEHLI,4126,4126,S,AZT
AMANZIMTOTI,4126,4126,S,AZT
ASTRA PARK,4126,4126,S,AZT
ATHLONE PARK,4126,4126,S,AZT
BHEKULWANDLE,4126,4126,S,AZT
BONNY RIDGE,4126,4126,S,AZT
BUENA VISTA,4126,4126,S,AZT
DOON HEIGHTS,4126,4126,S,AZT
DOONSIDE,4126,4126,S,AZT
EBHODINI,4126,4126,S,AZT
EMAHLABATHINI,4126,4126,S,AZT
EPLANGWENI,4126,4126,S,AZT
EZIKO,4126,4126,S,AZT
EZIMBOKODWENI,4126,4126,S,AZT
ILLOVO,4126,4126,S,AZT
ILLOVO BEACH,4126,4126,S,AZT
ILLOVO FASE 1,4126,4126,S,AZT
ILLOVO GLEN,4126,4126,S,AZT
ILLOVO PHASE 1,4126,4126,S,AZT
INTINYANE,4126,4126,S,AZT
IZIKO ROAD,4126,4126,S,AZT
KARRIDENE,4126,4126,S,AZT
KINGSBURGH,4126,4126,S,AZT
KWA MAKUTHA,4126,4126,S,AZT
KWAMAKHUTHA,4126,4126,S,AZT
KWAMAKUTA,4126,4126,S,AZT
LAGOON VIEW,4126,4126,S,AZT
LOVU,4126,4126,S,AZT
MAQHIKIZANA,4126,4126,S,AZT
MNINI,4126,4126,S,AZT
NEW CITY,4126,4126,S,AZT
NYONI ROCKS,4126,4126,S,AZT
PANORAMA PARK,4126,4126,S,AZT
RAINBOW PARK,4126,4126,S,AZT
RHEMIA,4126,4126,S,AZT
RIDGE ROAD,4126,4126,S,AZT
SAINT WINIFREDS,4126,4126,S,AZT
SHULTON PARK,4126,4126,S,AZT
ST WINIFRED'S,4126,4126,S,AZT
ST WINIFREDS,4126,4126,S,AZT
SUNNY PARK,4126,4126,S,AZT
THUTHUKA,4126,4126,S,AZT
TOTI HEIGHTS,4126,4126,S,AZT
UMBOGINTWINI,4126,4126,S,AZT
UMGABABA,4126,4126,S,AZT
WARNER BEACH,4126,4126,S,AZT
WHITFIELD PARK,4126,4126,S,AZT
WINKLESPRUIT,4126,4126,S,AZT
EZIMBOKODWENI,4128,4128,S,AZT
INTINYANE,4129,4129,S,AZT
MONTFORD,4132,4132,S,CTW
AIRPORT,4133,4133,M,DUR
DURBAN INTERNATIONAL AIRPORT,4133,4133,M,DUR
GIJANYO,4133,4133,M,DUR
ISIPINGO,4133,4133,M,DUR
ISIPINGO BEACH,4133,4133,M,DUR
ISIPINGO HILLS,4133,4133,M,DUR
ISIPINGO RAIL,4133,4133,M,DUR
LOFTUS PARK,4133,4133,M,DUR
LOTUS PARK,4133,4133,M,DUR
ORIENT HILLS,4133,4133,M,DUR
ORIENT PARK,4133,4133,M,DUR
PROSPECTON,4133,4133,M,DUR
PROSPECTON INDUSTRIAL,4133,4133,M,DUR
REUNION,4133,4133,M,DUR
SWALESTOWN,4133,4133,M,DUR
WESTMONT,4133,4133,M,DUR
THE RIDGE,4134,4134,M,DUR
DOONSIDE,4135,4135,S,AZT
FOLWENI,4136,4136,S,AZT
PHOLA SHOPPING CENTRE,4136,4136,S,AZT
ROYSTON RIDGE,4136,4136,S,AZT
SIFISO SUPERMARKET,4136,4136,S,AZT
MARINE TERMINAL,4137,4137,M,DUR
CHESTERVILLE,4138,4138,S,AZT
CHESTERVILLE EXT 2,4138,4138,S,AZT
CHESTERVILLE UIT 2,4138,4138,S,AZT
CLARE EST,4138,4138,S,AZT
CLARE ESTATE,4138,4138,S,AZT
CLARE LANDGOED,4138,4138,S,AZT
CLARE LGD,4138,4138,S,AZT
RIDGEVIEW GARDENS,4138,4138,S,AZT
BERTHING TERMINAL,4139,4139,S,AZT
PIER 1,4139,4139,S,AZT
PIER 2,4139,4139,S,AZT
WARNER BEACH,4140,4140,S,AZT
SEADOONE,4141,4141,S,AZT
BAYVIEW MCP,4142,4142,S,AZT
BOTTLEBRUSH,4142,4142,S,AZT
CHURCH ON THE ROCK,4142,4142,S,AZT
COLLINS TUCK SHOP,4142,4142,S,AZT
DEMAT,4142,4142,S,AZT
DEMAT 11,4142,4142,S,AZT
INTAKE,4142,4142,S,AZT
INTUTUKA,4142,4142,S,AZT
MADIBA,4142,4142,S,AZT
MONTFORD MCP,4142,4142,S,AZT
NAICKERS FARM,4142,4142,S,AZT
POMPENI,4142,4142,S,AZT
SILVERGLEN NATURE RESERVE,4142,4142,S,AZT
SUNSHINE,4142,4142,S,AZT
WELBEDACHT,4142,4142,S,AZT
UMLAZI DX1,4144,4144,S,UML
LOVU,4145,4145,S,AZT
PANORAMA PARK,4145,4145,S,AZT
WINKLESPRUIT,4145,4145,S,AZT
MONTA VISTA,4146,4146,S,AZT
MONTE CARLO,4146,4146,S,AZT
SEAGLEN GARDENS,4146,4146,S,AZT
TAFTA PARK,4146,4146,S,AZT
CHILTERN HEIGHTS,4147,4147,S,AZT
DIE OAKS,4147,4147,S,AZT
GLENDALE GARDENS,4147,4147,S,AZT
JURA STREET,4147,4147,S,AZT
MULBERRY PARK,4147,4147,S,AZT
NIRVANA HILLS,4147,4147,S,AZT
